date,flow_start,durat,prot,src_ip_addr,src_port,dst_ip_addr,dst_port,flags,tos,packets,bytes,flows,label
15/08/2011,16:43:24.093,0,UDP,1.72.3.139,49518,147.32.84.229,13363,INT,0,1,460,1,Background
15/08/2011,16:43:24.095,0,UDP,147.32.84.229,13363,1.72.3.139,49518,INT,0,1,60,1,Background
15/08/2011,16:43:24.111,0,UDP,193.85.202.210,17084,147.32.84.229,13363,INT,0,1,175,1,Background
15/08/2011,16:43:24.112,0,UDP,147.32.84.229,13363,193.85.202.210,17084,INT,0,1,62,1,Background
15/08/2011,16:43:24.113,125,TCP,205.188.10.217,443,147.32.84.59,47896,PA_,0,3,540,1,Background
15/08/2011,16:43:24.115,161,TCP,147.32.84.59,47896,205.188.10.217,443,PA_,0,3,674,1,Background
15/08/2011,16:43:24.118,41,TCP,79.231.78.91,50368,147.32.84.229,13363,FA_,0,2,120,1,Background
15/08/2011,16:43:24.118,0,TCP,147.32.84.229,13363,79.231.78.91,50368,FA_,0,2,120,1,Background
15/08/2011,16:43:24.118,0,TCP,74125232216,443,147.32.84.59,49375,PA_,0,1,134,1,Background
15/08/2011,16:43:24.152,0,UDP,79165234129,35307,147.32.84.229,13363,INT,0,2,425,1,Background
15/08/2011,16:43:24.160,0,UDP,93.81.111.126,14933,147.32.84.229,13363,INT,0,3,2960,1,Background
15/08/2011,16:43:24.169,447,TCP,147.32.86.176,4662,94124104200,80,SPA_,0,5,838,1,Background
15/08/2011,16:43:24.170,446,TCP,147.32.86.176,4663,94124104200,80,SPA_,0,7,1496,1,Background
15/08/2011,16:43:24.170,0,TCP,147.32.86.176,4649,94124104203,80,RA_,0,1,60,1,Background
15/08/2011,16:43:24.170,229,TCP,94124104200,80,147.32.86.176,4662,SPA_,0,5,3704,1,Background
15/08/2011,16:43:24.170,0,TCP,147.32.86.176,4653,94124104203,80,RA_,0,1,60,1,Background
15/08/2011,16:43:24.171,238,TCP,94124104200,80,147.32.86.176,4663,SPA_,0,12,13350,1,Background
15/08/2011,16:43:24.171,0,TCP,147.32.86.176,4655,94124104203,80,RA_,0,1,60,1,Background
15/08/2011,16:43:24.171,0,TCP,147.32.86.176,4656,94124104203,80,RA_,0,1,60,1,Background
15/08/2011,16:43:24.171,0,TCP,147.32.86.176,4650,94124104203,80,RA_,0,1,60,1,Background
15/08/2011,16:43:24.171,0,TCP,147.32.86.176,4645,94124104203,80,RA_,0,1,60,1,Background
15/08/2011,16:43:24.172,475,TCP,147.32.86.176,4664,94124104200,80,SPA_,0,5,838,1,Background
15/08/2011,16:43:24.172,475,TCP,147.32.86.176,4665,94124104200,80,SPA_,0,5,838,1,Background
15/08/2011,16:43:24.172,475,TCP,147.32.86.176,4666,94124104200,80,SPA_,0,5,838,1,Background
15/08/2011,16:43:24.172,475,TCP,147.32.86.176,4667,94124104203,80,SPA_,0,5,787,1,Background
15/08/2011,16:43:24.173,226,TCP,94124104200,80,147.32.86.176,4664,SPA_,0,5,3654,1,Background
15/08/2011,16:43:24.173,226,TCP,94124104200,80,147.32.86.176,4666,SPA_,0,6,5795,1,Background
15/08/2011,16:43:24.173,225,TCP,94124104200,80,147.32.86.176,4665,SPA_,0,5,3591,1,Background
15/08/2011,16:43:24.173,226,TCP,94124104203,80,147.32.86.176,4667,SPA_,0,5,4138,1,Background
15/08/2011,16:43:24.197,210,TCP,147.32.84.59,55696,83167234116,80,PA_,0,2,805,1,Background
15/08/2011,16:43:24.198,484,TCP,83167234116,80,147.32.84.59,55699,FA_,0,2,120,1,Background
15/08/2011,16:43:24.199,480,TCP,147.32.84.59,55699,83167234116,80,FA_,0,2,120,1,Background
15/08/2011,16:43:24.208,0,UDP,94.36.122.182,32020,147.32.84.229,13363,INT,0,1,154,1,Background
15/08/2011,16:43:24.211,0,UDP,147.32.84.229,13363,94.36.122.182,32020,INT,0,1,62,1,Background
15/08/2011,16:43:24.215,0,TCP,83167234116,80,147.32.84.59,55696,PA_,0,1,800,1,Background
15/08/2011,16:43:24.233,0,UDP,147.32.84.186,57213,147.32.80.9,53,INT,0,1,86,1,Background
15/08/2011,16:43:24.233,0,UDP,147.32.80.9,53,147.32.84.186,57213,INT,0,1,245,1,Background
15/08/2011,16:43:24.233,0,UDP,147.32.84.186,36626,147.32.80.9,53,INT,0,1,83,1,Background
15/08/2011,16:43:24.234,0,UDP,147.32.80.9,53,147.32.84.186,36626,INT,0,1,221,1,Background
15/08/2011,16:43:24.234,0,UDP,24.125.28.186,26464,147.32.84.229,13363,INT,0,1,74,1,Background
15/08/2011,16:43:24.235,0,UDP,147.32.84.229,13363,24.125.28.186,26464,INT,0,1,60,1,Background
15/08/2011,16:43:24.269,1996,UDP,147.32.84.229,13363,149.5.45.240,33033,INT,0,2,148,1,Background
15/08/2011,16:43:24.269,0,UDP,147.32.84.229,13363,149.5.45.254,43043,INT,0,1,175,1,Background
15/08/2011,16:43:24.269,0,UDP,147.32.84.229,13363,78.141.179.10,34024,INT,0,1,176,1,Background
15/08/2011,16:43:24.270,2070,UDP,147.32.84.229,13363,84.186.88.214,28104,INT,0,2,352,1,Background
15/08/2011,16:43:24.270,1996,UDP,147.32.84.229,13363,95.109.18.12,25873,INT,0,2,356,1,Background
15/08/2011,16:43:24.270,0,UDP,147.32.84.229,13363,79.36.200.241,7453,INT,0,1,175,1,Background
15/08/2011,16:43:24.270,0,UDP,147.32.84.229,13363,79.116.13.171,4557,INT,0,1,175,1,Background
15/08/2011,16:43:24.270,0,UDP,147.32.84.229,13363,77.248.62.102,3749,INT,0,1,175,1,Background
15/08/2011,16:43:24.270,0,UDP,147.32.84.229,13363,79.47.51.51,62561,INT,0,1,175,1,Background
15/08/2011,16:43:24.270,0,UDP,147.32.84.229,13363,79.27.107.94,43737,INT,0,1,175,1,Background
15/08/2011,16:43:24.274,0,UDP,147.32.84.229,13363,84.0.63.185,52398,INT,0,1,178,1,Background
15/08/2011,16:43:24.274,1992,UDP,147.32.84.229,13363,94.26.89.151,7753,INT,0,2,356,1,Background
15/08/2011,16:43:24.274,1992,UDP,147.32.84.229,13363,85.85.19.45,57101,INT,0,2,364,1,Background
15/08/2011,16:43:24.277,840,TCP,211.101.37.115,46007,147.32.84.2,21,SRA_,0,4,242,1,Background
15/08/2011,16:43:24.277,418,TCP,211.101.37.115,46007,147.32.84.2,21,_FSPA,0,3,219,1,Background
15/08/2011,16:43:24.280,0,UDP,147.32.84.186,50979,147.32.80.9,53,INT,0,1,78,1,Background
15/08/2011,16:43:24.280,0,UDP,147.32.80.9,53,147.32.84.186,50979,INT,0,1,216,1,Background
15/08/2011,16:43:24.285,0,UDP,84.179.189.81,62889,147.32.84.229,13363,INT,0,1,75,1,Background
15/08/2011,16:43:24.285,0,UDP,147.32.84.229,13363,84.179.189.81,62889,INT,0,1,60,1,Background
15/08/2011,16:43:24.288,3011,ICMP,NULL,NULL,NULL,NULL,URP,0,2,200,1,Background
15/08/2011,16:43:24.290,0,UDP,95.58.136.44,1317,147.32.84.229,13363,INT,0,1,177,1,Background
15/08/2011,16:43:24.290,0,UDP,147.32.84.229,13363,95.58.136.44,1317,INT,0,1,73,1,Background
15/08/2011,16:43:24.294,0,UDP,78.141.179.10,34024,147.32.84.229,13363,INT,0,1,63,1,Background
15/08/2011,16:43:24.307,0,UDP,77.248.62.102,3749,147.32.84.229,13363,INT,0,1,62,1,Background
15/08/2011,16:43:24.315,0,UDP,94.181.22.178,24217,147.32.84.229,13363,INT,0,1,181,1,Background
15/08/2011,16:43:24.315,0,UDP,147.32.84.229,13363,94.181.22.178,24217,INT,0,1,62,1,Background
15/08/2011,16:43:24.317,0,UDP,84.0.63.185,52398,147.32.84.229,13363,INT,0,1,62,1,Background
15/08/2011,16:43:24.317,0,UDP,149.5.45.254,43043,147.32.84.229,13363,INT,0,1,63,1,Background
15/08/2011,16:43:24.321,0,UDP,79.116.13.171,4557,147.32.84.229,13363,INT,0,1,62,1,Background
15/08/2011,16:43:24.324,0,UDP,109.185.9.108,32823,147.32.84.229,13363,INT,0,1,60,1,Background
15/08/2011,16:43:24.329,0,UDP,147.32.84.3,50995,147.32.80.9,53,INT,0,1,78,1,Background
15/08/2011,16:43:24.330,0,UDP,147.32.80.9,53,147.32.84.3,50995,INT,0,1,216,1,Background
15/08/2011,16:43:24.335,0,UDP,59146236188,21067,147.32.84.229,13363,INT,0,1,513,1,Background
15/08/2011,16:43:24.336,828,TCP,74.125.43.16,993,147.32.84.59,56166,PA_,0,9,772,1,Background
15/08/2011,16:43:24.342,1989,UDP,147.32.84.229,13363,190.195.20.237,16888,INT,0,2,376,1,Background
15/08/2011,16:43:24.342,0,UDP,147.32.84.229,13363,190.174.125.25,35800,INT,0,1,188,1,Background
15/08/2011,16:43:24.342,0,UDP,147.32.84.229,13363,89.28.31.11,56838,INT,0,1,82,1,Background
15/08/2011,16:43:24.344,1995,ICMP,NULL,NULL,NULL,NULL,URP,0,2,140,1,Background
15/08/2011,16:43:24.352,0,UDP,79.36.200.241,7453,147.32.84.229,13363,INT,0,1,62,1,Background
15/08/2011,16:43:24.355,2015,UDP,84.42.134.213,33806,147.32.84.95,16819,INT,0,2,304,1,Background
15/08/2011,16:43:24.358,70,TCP,151.65.253.72,25605,147.32.84.229,13363,PA_,0,2,136,1,Background
15/08/2011,16:43:24.358,0,UDP,147.32.85.89,45245,147.32.80.9,53,INT,0,1,77,1,Background
15/08/2011,16:43:24.359,0,UDP,147.32.80.9,53,147.32.85.89,45245,INT,0,1,127,1,Background
15/08/2011,16:43:24.361,504,TCP,147.32.86.176,4668,94124104203,80,SPA_,0,5,787,1,Background
15/08/2011,16:43:24.361,504,TCP,147.32.86.176,4669,94124104203,80,SPA_,0,5,787,1,Background
15/08/2011,16:43:24.361,287,TCP,94124104203,80,147.32.86.176,4668,SPA_,0,5,4275,1,Background
15/08/2011,16:43:24.362,0,TCP,147.32.86.176,4643,94124104201,80,RA_,0,1,60,1,Background
15/08/2011,16:43:24.362,0,TCP,147.32.86.176,4641,94124104201,80,RA_,0,1,60,1,Background
15/08/2011,16:43:24.362,0,TCP,147.32.86.176,4647,94124104201,80,RA_,0,1,60,1,Background
15/08/2011,16:43:24.362,286,TCP,94124104203,80,147.32.86.176,4669,SPA_,0,6,4959,1,Background
15/08/2011,16:43:24.362,0,TCP,147.32.86.176,4648,94124104201,80,RA_,0,1,60,1,Background
15/08/2011,16:43:24.364,658,TCP,147.32.86.176,4670,94124104201,80,SPA_,0,7,1389,1,Background
15/08/2011,16:43:24.364,455,TCP,94124104201,80,147.32.86.176,4670,SPA_,0,9,8742,1,Background
15/08/2011,16:43:24.366,0,UDP,95.88.55.3,49731,147.32.84.229,13363,INT,0,1,190,1,Background
15/08/2011,16:43:24.366,0,UDP,147.32.84.229,13363,95.88.55.3,49731,INT,0,1,62,1,Background
15/08/2011,16:43:24.371,604,TCP,147.32.86.176,4646,88.86.103.82,80,PA_,0,4,1203,1,Background
15/08/2011,16:43:24.372,0,TCP,147.32.86.176,4657,88.86.103.82,80,RA_,0,1,60,1,Background
15/08/2011,16:43:24.372,0,TCP,147.32.86.176,4642,88.86.103.82,80,RA_,0,1,60,1,Background
15/08/2011,16:43:24.372,0,TCP,147.32.86.176,4651,88.86.103.82,80,RA_,0,1,60,1,Background
15/08/2011,16:43:24.372,0,TCP,147.32.86.176,4654,88.86.103.82,80,RA_,0,1,60,1,Background
15/08/2011,16:43:24.373,385,TCP,88.86.103.82,80,147.32.86.176,4646,PA_,0,7,8396,1,Background
15/08/2011,16:43:24.375,4928,TCP,147.32.86.176,4671,94124104201,80,SPA_,0,28,9859,1,Background
15/08/2011,16:43:24.375,568,TCP,147.32.86.176,4672,88.86.103.82,80,SPA_,0,5,788,1,Background
15/08/2011,16:43:24.375,3751,TCP,147.32.86.176,4673,94124104201,80,SPA_,0,13,3189,1,Background
15/08/2011,16:43:24.375,599,TCP,147.32.86.176,4674,94124104201,80,SPA_,0,6,1328,1,Background
15/08/2011,16:43:24.375,568,TCP,147.32.86.176,4675,88.86.103.82,80,SPA_,0,5,788,1,Background
15/08/2011,16:43:24.376,4929,TCP,94124104201,80,147.32.86.176,4671,SPA_,0,63,78598,1,Background
15/08/2011,16:43:24.376,350,TCP,88.86.103.82,80,147.32.86.176,4672,SPA_,0,6,4832,1,Background
15/08/2011,16:43:24.376,3533,TCP,94124104201,80,147.32.86.176,4673,SPA_,0,19,23288,1,Background
15/08/2011,16:43:24.376,398,TCP,94124104201,80,147.32.86.176,4674,SPA_,0,8,8127,1,Background
15/08/2011,16:43:24.376,567,TCP,147.32.86.176,4676,88.86.103.82,80,SPA_,0,5,788,1,Background
15/08/2011,16:43:24.376,614,TCP,147.32.86.176,4677,94124104201,80,SPA_,0,6,1327,1,Background
15/08/2011,16:43:24.376,3500,TCP,147.32.86.176,4678,88.86.103.82,80,SPA_,0,13,4161,1,Background
15/08/2011,16:43:24.376,350,TCP,88.86.103.82,80,147.32.86.176,4675,SPA_,0,6,4999,1,Background
15/08/2011,16:43:24.377,399,TCP,94124104201,80,147.32.86.176,4677,SPA_,0,9,9122,1,Background
15/08/2011,16:43:24.377,348,TCP,88.86.103.82,80,147.32.86.176,4676,SPA_,0,6,5348,1,Background
15/08/2011,16:43:24.378,438,TCP,88.86.103.82,80,147.32.86.176,4678,SPA_,0,26,32560,1,Background
15/08/2011,16:43:24.378,815,TCP,147.32.86.176,4679,94124104201,80,SPA_,0,7,1388,1,Background
15/08/2011,16:43:24.378,566,TCP,147.32.86.176,4680,94124104203,80,SPA_,0,5,787,1,Background
15/08/2011,16:43:24.378,565,TCP,147.32.86.176,4681,94124104203,80,SPA_,0,5,786,1,Background
15/08/2011,16:43:24.378,487,TCP,147.32.86.176,4644,88.86.103.82,80,PA_,0,3,661,1,Background
15/08/2011,16:43:24.379,348,TCP,94124104203,80,147.32.86.176,4680,SPA_,0,5,4047,1,Background
15/08/2011,16:43:24.379,612,TCP,94124104201,80,147.32.86.176,4679,SPA_,0,9,9213,1,Background
15/08/2011,16:43:24.379,347,TCP,94124104203,80,147.32.86.176,4681,SPA_,0,6,5164,1,Background
15/08/2011,16:43:24.379,269,TCP,88.86.103.82,80,147.32.86.176,4644,PA_,0,4,4998,1,Background
15/08/2011,16:43:24.382,0,UDP,79.27.107.94,43737,147.32.84.229,13363,INT,0,1,62,1,Background
15/08/2011,16:43:24.398,0,UDP,147.32.87.238,1194,158.75.63.1,1194,INT,0,1,111,1,Background
15/08/2011,16:43:24.403,0,UDP,89.28.31.11,56838,147.32.84.229,13363,INT,0,1,60,1,Background
15/08/2011,16:43:24.408,0,UDP,147.32.86.186,1643,78.90.49.247,60181,INT,0,1,176,1,Background
15/08/2011,16:43:24.418,0,UDP,158.75.63.1,1194,147.32.87.238,1194,INT,0,1,111,1,Background
15/08/2011,16:43:24.420,256,TCP,62.245.66.71,1354,147.32.85.74,443,PA_,0,3,422,1,Background
15/08/2011,16:43:24.420,295,TCP,147.32.85.74,443,62.245.66.71,1354,PA_,0,3,309,1,Background
15/08/2011,16:43:24.433,0,TCP,74125232213,443,147.32.86.186,7181,FA_,0,1,60,1,Background
15/08/2011,16:43:24.434,285,TCP,74125232213,443,147.32.86.186,7292,SPA_,0,9,6121,1,Background
15/08/2011,16:43:24.436,0,UDP,94.112.46.186,37509,147.32.84.229,13363,INT,0,1,170,1,Background
15/08/2011,16:43:24.436,359,TCP,147.32.84.229,13363,81.19.46.234,51844,PA_,0,3,290,1,Background
15/08/2011,16:43:24.447,0,UDP,188.86.171.68,63528,147.32.84.229,13363,INT,0,1,177,1,Background
15/08/2011,16:43:24.447,0,UDP,147.32.84.229,13363,188.86.171.68,63528,INT,0,1,62,1,Background
15/08/2011,16:43:24.449,0,UDP,78.90.49.247,60181,147.32.86.186,1643,INT,0,1,82,1,Background
15/08/2011,16:43:24.459,2313,TCP,66.249.66.119,35621,147.32.84.188,80,FSPA_,0,7,812,1,Background
15/08/2011,16:43:24.459,2294,TCP,66.249.66.119,35621,147.32.84.188,80,_FSPA,0,5,2276,1,Background
15/08/2011,16:43:24.478,438,TCP,147.32.86.176,4682,88.86.103.75,80,FSRPA_,0,5,1222,1,Background
15/08/2011,16:43:24.479,438,TCP,147.32.86.176,4682,88.86.103.75,80,_FSPA,0,5,537,1,Background
15/08/2011,16:43:24.481,34,TCP,147.32.86.176,4683,88.86.101.2,80,SRPA_,0,5,919,1,Background
15/08/2011,16:43:24.481,23,TCP,147.32.86.176,4683,88.86.101.2,80,_FSPA,0,4,686,1,Background
15/08/2011,16:43:24.487,1082,TCP,147.32.84.21,57035,194.79.54.61,80,_FSPA,0,8,6801,1,Background
15/08/2011,16:43:24.487,1081,TCP,147.32.84.21,57035,194.79.54.61,80,FPA_,0,5,1620,1,Background
15/08/2011,16:43:24.496,0,UDP,89164105141,52934,147.32.85.84,13716,INT,0,1,65,1,Background
15/08/2011,16:43:24.496,0,UDP,147.32.85.84,13716,89164105141,52934,INT,0,1,64,1,Background
15/08/2011,16:43:24.497,0,UDP,147.32.86.20,63418,147.32.80.9,53,INT,0,1,84,1,Background
15/08/2011,16:43:24.497,0,UDP,147.32.80.9,53,147.32.86.20,63418,INT,0,1,177,1,Background
15/08/2011,16:43:24.497,206,TCP,147.32.86.20,3971,188.138.84.239,80,FSPA_,0,16,1089,1,Background
15/08/2011,16:43:24.498,0,UDP,77.58.245.208,9489,147.32.86.183,51246,INT,0,1,65,1,Background
15/08/2011,16:43:24.498,0,UDP,147.32.86.183,51246,77.58.245.208,9489,INT,0,1,64,1,Background
15/08/2011,16:43:24.514,0,UDP,98.185.237.67,39266,147.32.84.229,443,INT,0,1,60,1,Background
15/08/2011,16:43:24.515,0,UDP,147.32.84.229,443,98.185.237.67,39266,INT,0,1,68,1,Background
15/08/2011,16:43:24.515,0,TCP,147.32.84.229,13363,31.9.171.4,22789,FA_,0,1,60,1,Background
15/08/2011,16:43:24.522,181,TCP,147.32.86.20,3971,188.138.84.239,80,_FSPA,0,25,31185,1,Background
15/08/2011,16:43:24.522,0,UDP,79.47.51.51,62561,147.32.84.229,13363,INT,0,1,62,1,Background
15/08/2011,16:43:24.523,0,UDP,147.32.84.138,56277,147.32.80.9,53,INT,0,1,81,1,Background
15/08/2011,16:43:24.523,0,UDP,147.32.84.138,36565,147.32.80.9,53,INT,0,1,81,1,Background
15/08/2011,16:43:24.523,0,UDP,147.32.80.9,53,147.32.84.138,56277,INT,0,1,133,1,Background
15/08/2011,16:43:24.523,0,UDP,147.32.80.9,53,147.32.84.138,36565,INT,0,1,133,1,Background
15/08/2011,16:43:24.528,0,TCP,78128194184,1194,147.32.84.68,50064,PA_,0,1,125,1,Background
15/08/2011,16:43:24.530,0,UDP,147.32.84.138,51201,147.32.80.9,53,INT,0,1,81,1,Background
15/08/2011,16:43:24.530,0,UDP,147.32.84.138,57548,147.32.80.9,53,INT,0,1,81,1,Background
15/08/2011,16:43:24.530,0,UDP,147.32.80.9,53,147.32.84.138,51201,INT,0,1,133,1,Background
15/08/2011,16:43:24.530,0,TCP,147.32.85.114,51218,90.183.38.22,80,RA_,0,1,60,1,Background
15/08/2011,16:43:24.530,0,UDP,147.32.80.9,53,147.32.84.138,57548,INT,0,1,133,1,Background
15/08/2011,16:43:24.531,78,TCP,147.32.85.114,51219,90.183.38.22,80,SPA_,0,6,1790,1,Background
15/08/2011,16:43:24.532,69,TCP,147.32.85.114,51219,90.183.38.22,80,_FSPA,0,6,1588,1,Background
15/08/2011,16:43:24.537,0,UDP,147.32.84.138,41996,147.32.80.9,53,INT,0,1,81,1,Background
15/08/2011,16:43:24.537,0,UDP,147.32.84.138,47400,147.32.80.9,53,INT,0,1,81,1,Background
15/08/2011,16:43:24.538,0,UDP,147.32.80.9,53,147.32.84.138,41996,INT,0,1,133,1,Background
15/08/2011,16:43:24.538,0,UDP,147.32.80.9,53,147.32.84.138,47400,INT,0,1,133,1,Background
15/08/2011,16:43:24.542,0,UDP,147.32.84.138,42794,147.32.80.9,53,INT,0,1,81,1,Background
15/08/2011,16:43:24.542,0,UDP,147.32.84.138,60516,147.32.80.9,53,INT,0,1,81,1,Background
15/08/2011,16:43:24.542,0,UDP,147.32.80.9,53,147.32.84.138,42794,INT,0,1,133,1,Background
15/08/2011,16:43:24.542,0,UDP,147.32.80.9,53,147.32.84.138,60516,INT,0,1,133,1,Background
15/08/2011,16:43:24.546,0,UDP,147.32.84.138,37820,147.32.80.9,53,INT,0,1,81,1,Background
15/08/2011,16:43:24.546,0,UDP,147.32.84.138,37293,147.32.80.9,53,INT,0,1,81,1,Background
15/08/2011,16:43:24.547,0,UDP,147.32.80.9,53,147.32.84.138,37820,INT,0,1,133,1,Background
15/08/2011,16:43:24.547,0,UDP,147.32.80.9,53,147.32.84.138,37293,INT,0,1,133,1,Background
15/08/2011,16:43:24.551,0,UDP,147.32.84.138,60761,147.32.80.9,53,INT,0,1,81,1,Background
15/08/2011,16:43:24.551,0,UDP,147.32.84.138,36023,147.32.80.9,53,INT,0,1,81,1,Background
15/08/2011,16:43:24.552,0,UDP,147.32.80.9,53,147.32.84.138,60761,INT,0,1,133,1,Background
15/08/2011,16:43:24.552,0,UDP,147.32.80.9,53,147.32.84.138,36023,INT,0,1,133,1,Background
15/08/2011,16:43:24.571,0,UDP,166.248.68.24,8157,147.32.84.229,13363,INT,0,1,473,1,Background
15/08/2011,16:43:24.573,0,UDP,147.32.84.229,13363,166.248.68.24,8157,INT,0,1,60,1,Background
15/08/2011,16:43:24.596,0,ARP,NULL,NULL,NULL,NULL,CON,0,2,120,1,Background
15/08/2011,16:43:24.620,12,TCP,81.19.46.234,51844,147.32.84.229,13363,PA_,0,2,155,1,Background
15/08/2011,16:43:24.632,0,UDP,147.32.84.229,13363,94.112.46.186,37509,INT,0,1,73,1,Background
15/08/2011,16:43:24.640,0,UDP,147.32.85.25,50337,147.32.80.9,53,INT,0,1,79,1,Background
15/08/2011,16:43:24.640,0,UDP,147.32.80.9,53,147.32.85.25,50337,INT,0,1,129,1,Background
15/08/2011,16:43:24.641,0,UDP,147.32.85.25,58602,147.32.80.9,53,INT,0,1,66,1,Background
15/08/2011,16:43:24.641,0,UDP,147.32.80.9,53,147.32.85.25,58602,INT,0,1,141,1,Background
15/08/2011,16:43:24.652,0,UDP,147.32.85.25,44592,147.32.80.9,53,INT,0,1,79,1,Background
15/08/2011,16:43:24.652,0,UDP,147.32.80.9,53,147.32.85.25,44592,INT,0,1,129,1,Background
15/08/2011,16:43:24.653,0,UDP,147.32.85.25,53933,147.32.80.9,53,INT,0,1,66,1,Background
15/08/2011,16:43:24.653,0,UDP,147.32.80.9,53,147.32.85.25,53933,INT,0,1,141,1,Background
15/08/2011,16:43:24.658,0,UDP,147.32.85.25,56188,147.32.80.9,53,INT,0,1,79,1,Background
15/08/2011,16:43:24.658,0,UDP,147.32.80.9,53,147.32.85.25,56188,INT,0,1,129,1,Background
15/08/2011,16:43:24.659,0,UDP,147.32.85.25,58209,147.32.80.9,53,INT,0,1,66,1,Background
15/08/2011,16:43:24.659,0,UDP,147.32.80.9,53,147.32.85.25,58209,INT,0,1,141,1,Background
15/08/2011,16:43:24.668,0,UDP,190.174.125.25,35800,147.32.84.229,13363,INT,0,1,62,1,Background
15/08/2011,16:43:24.687,897,TCP,147.32.84.21,57038,194.79.54.61,80,_FSPA,0,6,2003,1,Background
15/08/2011,16:43:24.687,895,TCP,147.32.84.21,57038,194.79.54.61,80,FPA_,0,4,790,1,Background
15/08/2011,16:43:24.690,0,UDP,147.32.85.25,33813,147.32.80.9,53,INT,0,1,79,1,Background
15/08/2011,16:43:24.690,0,UDP,147.32.80.9,53,147.32.85.25,33813,INT,0,1,129,1,Background
15/08/2011,16:43:24.690,0,UDP,147.32.85.25,54261,147.32.80.9,53,INT,0,1,66,1,Background
15/08/2011,16:43:24.691,0,UDP,147.32.80.9,53,147.32.85.25,54261,INT,0,1,141,1,Background
15/08/2011,16:43:24.697,0,UDP,147.32.85.25,48102,147.32.80.9,53,INT,0,1,79,1,Background
15/08/2011,16:43:24.698,0,UDP,147.32.80.9,53,147.32.85.25,48102,INT,0,1,129,1,Background
15/08/2011,16:43:24.698,0,UDP,147.32.85.25,33535,147.32.80.9,53,INT,0,1,66,1,Background
15/08/2011,16:43:24.698,0,UDP,147.32.80.9,53,147.32.85.25,33535,INT,0,1,141,1,Background
15/08/2011,16:43:24.712,0,UDP,147.32.84.229,13363,208.88.186.9,34048,INT,0,1,177,1,Background
15/08/2011,16:43:24.712,0,UDP,147.32.84.229,13363,74.41.192.168,41400,INT,0,1,177,1,Background
15/08/2011,16:43:24.716,336,TCP,147.32.84.59,49472,74.126.6.130,80,PA_,0,2,1551,1,Background
15/08/2011,16:43:24.718,0,UDP,151.41.90.10,61730,147.32.84.229,13363,INT,0,1,72,1,Background
15/08/2011,16:43:24.719,0,UDP,147.32.84.229,13363,151.41.90.10,61730,INT,0,1,60,1,Background
15/08/2011,16:43:24.720,0,UDP,147.32.84.10,44265,81.27.192.20,123,INT,0,1,90,1,Background
15/08/2011,16:43:24.721,0,UDP,81.27.192.20,123,147.32.84.10,44265,INT,0,1,90,1,Background
15/08/2011,16:43:24.726,0,UDP,147.32.85.25,51131,147.32.80.9,53,INT,0,1,79,1,Background
15/08/2011,16:43:24.726,0,UDP,147.32.80.9,53,147.32.85.25,51131,INT,0,1,129,1,Background
15/08/2011,16:43:24.726,0,UDP,147.32.85.25,44604,147.32.80.9,53,INT,0,1,66,1,Background
15/08/2011,16:43:24.727,0,UDP,147.32.80.9,53,147.32.85.25,44604,INT,0,1,141,1,Background
15/08/2011,16:43:24.727,4812,TCP,147.32.84.68,50064,78128194184,1194,PA_,0,2,185,1,Background
15/08/2011,16:43:24.736,0,TCP,157.24.3.30,443,147.32.84.59,49664,PA_,0,1,99,1,Background
15/08/2011,16:43:24.755,0,UDP,147.32.84.229,13363,149.5.45.9,43035,INT,0,1,75,1,Background
15/08/2011,16:43:24.755,0,UDP,147.32.84.229,13363,85201254206,24232,INT,0,1,76,1,Background
15/08/2011,16:43:24.767,0,UDP,147.32.86.186,49296,147.32.80.9,53,INT,0,1,74,1,Background
15/08/2011,16:43:24.787,0,UDP,147.32.80.9,53,147.32.86.186,49296,INT,0,1,240,1,Background
15/08/2011,16:43:24.788,20,UDP,147.32.86.186,54075,147.32.80.9,53,INT,0,2,148,1,Background
15/08/2011,16:43:24.798,0,UDP,149.5.45.9,43035,147.32.84.229,13363,INT,0,1,62,1,Background
15/08/2011,16:43:24.800,0,UDP,85201254206,24232,147.32.84.229,13363,INT,0,1,60,1,Background
15/08/2011,16:43:24.808,0,UDP,147.32.80.9,53,147.32.86.186,54075,INT,0,2,278,1,Background
15/08/2011,16:43:24.810,307,TCP,147.32.86.186,7149,91.203.99.45,80,PA_,0,2,795,1,Background
15/08/2011,16:43:24.824,0,UDP,147.32.84.229,13363,87142244219,51655,INT,0,1,74,1,Background
15/08/2011,16:43:24.825,924,TCP,74.125.39.125,5222,147.32.84.59,1077,PA_,0,4,271,1,Background
15/08/2011,16:43:24.834,0,UDP,208.88.186.9,34048,147.32.84.229,13363,INT,0,1,63,1,Background
15/08/2011,16:43:24.852,0,TCP,74.126.6.130,80,147.32.84.59,49472,PA_,0,1,460,1,Background
15/08/2011,16:43:24.869,246,TCP,147.32.86.186,7293,184.73.238.68,80,SRPA_,0,5,1335,1,Background
15/08/2011,16:43:24.890,0,UDP,108.87.125.178,1779,147.32.84.229,13363,INT,0,1,75,1,Background
15/08/2011,16:43:24.891,0,UDP,147.32.84.229,13363,108.87.125.178,1779,INT,0,1,60,1,Background
15/08/2011,16:43:24.903,0,UDP,189.59.194.110,54362,147.32.84.229,13363,INT,0,1,82,1,Background
